"","Product","Harvest.Year","Harvest.Season","Grow.Out.Method","Lease.Footprint..Acres.","Year","Date","Equipment","Labor","Fuel","Maintenance","Consumables","Cost of Goods Sold","Year","Date","Cost of Goods Sold","Fixed Overhead Costs","Cost of Production","Debt","Individual Scallops","ShellHeight (mm)","ShellHeight (Inches)","Adductor (g)","Adductor (lb)","Adductor Count per lb","Run Rate (Whole Scallop)","Break Even Price (Whole Scallop)","Run Rate (Adductor)","Break Even Price (Adductor)","Year","Date","Lease","Insurance","Aquaculture License","Owner Salary","Full Time Employee","Depreciation","Fixed Overhead Costs","Sea.Days","Totalequipment","Longlines","Spec.equip","Ownership"
"11209",460000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,87200,45024,53840,600,186064,10,2035,186064,169219.67,355283.67,3864028.87,269644,120.32,4.74,42.51,0.09,10.67,1.32,2.05,14.06,21.85,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,53591.9018333333,169219.671291095,336,463910.409666667,13,"Drill (Dremel)","Cooperative Ownership"
"11210",470000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,88480,45694,54640,600,188814,10,2035,188814,169924.28,358738.28,3895546.53,275505,120.32,4.74,42.51,0.09,10.67,1.3,2.02,13.89,21.55,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,54296.5149166667,169924.284374429,341,466950.1635,13,"Drill (Dremel)","Cooperative Ownership"
"11211",480000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,90720,47034,56240,600,193994,10,2035,193994,171353.01,365347.01,3962497.24,281367,120.32,4.74,42.51,0.09,10.67,1.3,2.01,13.86,21.47,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,55461.5613333333,171353.005364769,351,476941.184,14,"Drill (Dremel)","Cooperative Ownership"
"11212",490000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,93120,48508,58000,600,199628,10,2035,199628,172057.62,371685.62,4023416.91,287229,120.32,4.74,42.51,0.09,10.67,1.29,2,13.81,21.35,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,56166.1744166667,172057.618448103,362,479980.937833333,14,"Drill (Dremel)","Cooperative Ownership"
"11213",500000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,94400,49044,58640,600,202084,10,2035,202084,172759.43,374843.43,4052229.78,293091,120.32,4.74,42.51,0.09,10.67,1.28,1.98,13.65,21.08,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,56867.9875,172759.431531436,366,482992.691666667,14,"Drill (Dremel)","Cooperative Ownership"
"11214",510000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,96960,50250,60080,600,207290,10,2035,207290,173464.04,380754.04,4108441.44,298953,120.32,4.74,42.51,0.09,10.67,1.27,1.96,13.59,20.95,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,57572.6005833333,173464.044614769,375,486032.4455,14,"Drill (Dremel)","Cooperative Ownership"
"11215",520000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,98240,50920,60880,600,210040,10,2035,210040,174892.77,384932.77,4154884.15,304814,120.32,4.74,42.51,0.09,10.67,1.26,1.95,13.48,20.78,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,58737.647,174892.76560511,380,496023.466,15,"Drill (Dremel)","Cooperative Ownership"
"11216",530000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,100640,52260,62480,600,215380,10,2035,215380,175597.38,390977.38,4212569.82,310676,120.32,4.74,42.51,0.09,10.67,1.26,1.94,13.43,20.67,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,59442.2600833333,175597.378688443,390,499063.219833333,15,"Drill (Dremel)","Cooperative Ownership"
"11217",540000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,101920,52796,63120,600,217836,10,2035,217836,176299.19,394135.19,4241382.69,316538,120.32,4.74,42.51,0.09,10.67,1.25,1.91,13.29,20.43,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,60144.0731666667,176299.191771777,394,502074.973666667,15,"Drill (Dremel)","Cooperative Ownership"
"11218",550000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,104320,53868,64400,600,222588,10,2035,222588,177000.37,399588.37,4292550.44,322400,120.32,4.74,42.51,0.09,10.67,1.24,1.9,13.23,20.3,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,60845.2529166667,177000.371521777,402,505093.994166667,15,"Drill (Dremel)","Cooperative Ownership"
"11219",560000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,105760,54538,65200,600,225498,10,2035,225498,178432.53,403930.53,4340483.06,328262,120.32,4.74,42.51,0.09,10.67,1.23,1.89,13.13,20.16,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,62013.7326666667,178432.525845451,407,515105.748,16,"Drill (Dremel)","Cooperative Ownership"
"11220",570000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,107040,55208,66000,600,228248,10,2035,228248,179137.14,407385.14,4372000.73,334124,120.32,4.74,42.51,0.09,10.67,1.22,1.87,13.01,19.95,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,62718.34575,179137.138928784,412,518145.501833333,16,"Drill (Dremel)","Cooperative Ownership"
"11221",580000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,110240,57352,68560,600,236152,10,2035,236152,179835.52,415987.52,4451879.68,339985,120.32,4.74,42.51,0.09,10.67,1.22,1.87,13.06,19.96,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,63416.7255,179835.518678784,428,521136.522333333,16,"Drill (Dremel)","Cooperative Ownership"
"11222",590000,"Y4","Fall","Ear Hanging",44.8246775245788,10,Aug 2035,0,111520,57888,69200,600,238608,10,2035,238608,181270.47,419878.47,4495785.1,345847,120.32,4.74,42.51,0.09,10.67,1.21,1.86,12.96,19.82,10,Aug 2035,4482.46775245788,6000,1200,60000,45000,64588.00525,181270.473002458,432,531176.276166667,17,"Drill (Dremel)","Cooperative Ownership"
"11223",600000,"Y4","Fall","Ear Hanging",44.8246775245788,10,Aug 2035,0,113920,58960,70480,600,243360,10,2035,243360,181972.29,425332.29,4546943.97,351709,120.32,4.74,42.51,0.09,10.67,1.21,1.85,12.9,19.71,10,Aug 2035,4482.46775245788,6000,1200,60000,45000,65289.8183333333,181972.286085791,440,534188.03,17,"Drill (Dremel)","Cooperative Ownership"
"11224",50000,"Y4","Fall","Ear Hanging",5.27349147347986,10,Aug 2035,0,11680,5092,6160,600,22932,10,2035,22932,132514.25,155446.25,1914760.2,29309,120.32,4.74,42.51,0.09,10.67,5.3,9.33,56.6,99.59,10,Aug 2035,527.349147347986,6000,1200,60000,45000,19786.89875,132514.247897348,38,265309.035833333,2,"Drill (Automated)","Cooperative Ownership"
"11225",60000,"Y4","Fall","Ear Hanging",5.27349147347986,10,Aug 2035,0,12640,5494,6640,600,24774,10,2035,24774,133218.86,157992.86,1938105.87,35171,120.32,4.74,42.51,0.09,10.67,4.49,7.87,47.94,84,10,Aug 2035,527.349147347986,6000,1200,60000,45000,20491.5118333333,133218.860980681,41,268348.789666667,2,"Drill (Automated)","Cooperative Ownership"
"11226",70000,"Y4","Fall","Ear Hanging",5.27349147347986,10,Aug 2035,0,15360,6432,7760,600,29552,10,2035,29552,133917.24,163469.24,1989448.82,41033,120.32,4.74,42.51,0.09,10.67,3.98,6.93,42.51,73.91,10,Aug 2035,527.349147347986,6000,1200,60000,45000,21189.8915833333,133917.240730681,48,271339.810166667,2,"Drill (Automated)","Cooperative Ownership"
"11227",80000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,16960,6834,8240,600,32034,10,2035,32034,135349.4,167383.4,2033529.44,46895,120.32,4.74,42.51,0.09,10.67,3.57,6.19,38.09,66.1,10,Aug 2035,791.023721021979,6000,1200,60000,45000,22358.3713333333,135349.395054355,51,281351.564,3,"Drill (Automated)","Cooperative Ownership"
"11228",90000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,17920,7102,8560,600,33582,10,2035,33582,136054.01,169636.01,2054229.11,52756,120.32,4.74,42.51,0.09,10.67,3.22,5.56,34.31,59.36,10,Aug 2035,791.023721021979,6000,1200,60000,45000,23062.9844166667,136054.008137689,53,284391.317833333,3,"Drill (Automated)","Cooperative Ownership"
"11229",100000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,21440,9112,10960,600,41512,10,2035,41512,136752.39,178264.39,2134342.06,58618,120.32,4.74,42.51,0.09,10.67,3.04,5.2,32.45,55.51,10,Aug 2035,791.023721021979,6000,1200,60000,45000,23761.3641666667,136752.387887689,68,287382.338333333,3,"Drill (Automated)","Cooperative Ownership"
"11230",110000,"Y4","Fall","Ear Hanging",7.91023721021979,10,Aug 2035,0,23200,9782,11760,600,44742,10,2035,44742,137457,182199,2171087.73,64480,120.32,4.74,42.51,0.09,10.67,2.83,4.81,30.15,51.33,10,Aug 2035,791.023721021979,6000,1200,60000,45000,24465.97725,137457.000971022,73,290422.092166667,3,"Drill (Automated)","Cooperative Ownership"
"11231",120000,"Y4","Fall","Ear Hanging",10.5469829469597,10,Aug 2035,0,25280,10586,12720,600,48586,10,2035,48586,138889.16,187475.16,2229108.35,70342,120.32,4.74,42.51,0.09,10.67,2.67,4.53,28.44,48.31,10,Aug 2035,1054.69829469597,6000,1200,60000,45000,25634.457,138889.155294696,79,300433.846,4,"Drill (Automated)","Cooperative Ownership"
"11232",130000,"Y4","Fall","Ear Hanging",10.5469829469597,10,Aug 2035,0,26880,10988,13200,600,51068,10,2035,51068,139590.34,190658.34,2258164.1,76204,120.32,4.74,42.51,0.09,10.67,2.5,4.23,26.7,45.17,10,Aug 2035,1054.69829469597,6000,1200,60000,45000,26335.63675,139590.335044696,82,303452.8665,4,"Drill (Automated)","Cooperative Ownership"
"11233",140000,"Y4","Fall","Ear Hanging",10.5469829469597,10,Aug 2035,0,28960,11792,14160,600,54912,10,2035,54912,140292.15,195204.15,2301150.97,82065,120.32,4.74,42.51,0.09,10.67,2.38,4.01,25.38,42.75,10,Aug 2035,1054.69829469597,6000,1200,60000,45000,27037.4498333333,140292.148128029,88,306464.620333333,4,"Drill (Automated)","Cooperative Ownership"
"11234",150000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,30560,12462,14960,600,57982,10,2035,57982,141727.1,199709.1,2351758.39,87927,120.32,4.74,42.51,0.09,10.67,2.27,3.82,24.24,40.77,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,28208.7295833333,141727.102451703,93,316504.374166667,5,"Drill (Automated)","Cooperative Ownership"
"11235",160000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,32160,12998,15600,600,60758,10,2035,60758,142425.48,203183.48,2383401.34,93789,120.32,4.74,42.51,0.09,10.67,2.17,3.63,23.12,38.74,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,28907.1093333333,142425.482201703,97,319495.394666667,5,"Drill (Automated)","Cooperative Ownership"
"11236",170000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,34240,13802,16560,600,64602,10,2035,64602,143130.1,207732.1,2426447.01,99651,120.32,4.74,42.51,0.09,10.67,2.08,3.48,22.24,37.12,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,29611.7224166667,143130.095285037,103,322535.1485,5,"Drill (Automated)","Cooperative Ownership"
"11237",180000,"Y4","Fall","Ear Hanging",13.1837286836996,10,Aug 2035,0,35840,14204,17040,600,67084,10,2035,67084,143831.91,210915.91,2455493.88,105513,120.32,4.74,42.51,0.09,10.67,2,3.32,21.33,35.48,10,Aug 2035,1318.37286836996,6000,1200,60000,45000,30313.5355,143831.90836837,106,325546.902333333,5,"Drill (Automated)","Cooperative Ownership"
"11238",190000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,38560,15142,18160,600,71862,10,2035,71862,145266.86,217128.86,2521979.3,111375,120.32,4.74,42.51,0.09,10.67,1.95,3.23,20.8,34.52,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,31484.81525,145266.862692044,113,335586.656166667,6,"Drill (Automated)","Cooperative Ownership"
"11239",200000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,40320,16482,19760,600,76562,10,2035,76562,145965.24,222527.24,2571340.25,117236,120.32,4.74,42.51,0.09,10.67,1.9,3.13,20.25,33.43,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,32183.195,145965.242442044,123,338577.676666667,6,"Drill (Automated)","Cooperative Ownership"
"11240",210000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,43200,17688,21200,600,82088,10,2035,82088,146669.86,228757.86,2630431.92,123098,120.32,4.74,42.51,0.09,10.67,1.86,3.05,19.83,32.57,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,32887.8080833333,146669.855525377,132,341617.4305,6,"Drill (Automated)","Cooperative Ownership"
"11241",220000,"Y4","Fall","Ear Hanging",15.8204744204396,10,Aug 2035,0,44320,17956,21520,600,83796,10,2035,83796,147371.67,231167.67,2654060.79,128960,120.32,4.74,42.51,0.09,10.67,1.79,2.94,19.13,31.37,10,Aug 2035,1582.04744204396,6000,1200,60000,45000,33589.6211666667,147371.668608711,134,344629.184333333,6,"Drill (Automated)","Cooperative Ownership"
"11242",230000,"Y4","Fall","Ear Hanging",18.4572201571795,10,Aug 2035,0,46400,18760,22480,600,87640,10,2035,87640,148803.19,236443.19,2712090.29,134822,120.32,4.74,42.51,0.09,10.67,1.75,2.87,18.71,30.67,10,Aug 2035,1845.72201571795,6000,1200,60000,45000,34757.4675833333,148803.189599051,140,354648.204833333,7,"Drill (Automated)","Cooperative Ownership"
"11243",240000,"Y4","Fall","Ear Hanging",18.4572201571795,10,Aug 2035,0,48000,19162,22960,600,90122,10,2035,90122,149505,239627,2741137.16,140684,120.32,4.74,42.51,0.09,10.67,1.7,2.78,18.18,29.7,10,Aug 2035,1845.72201571795,6000,1200,60000,45000,35459.2806666667,149505.002682385,143,357659.958666667,7,"Drill (Automated)","Cooperative Ownership"
"11244",250000,"Y4","Fall","Ear Hanging",18.4572201571795,10,Aug 2035,0,48960,19698,23600,600,92258,10,2035,92258,150209.62,242467.62,2768304.83,146545,120.32,4.74,42.51,0.09,10.67,1.65,2.7,17.66,28.8,10,Aug 2035,1845.72201571795,6000,1200,60000,45000,36163.89375,150209.615765718,147,360699.7125,7,"Drill (Automated)","Cooperative Ownership"
"11245",260000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,51680,20770,24880,600,97330,10,2035,97330,151638.34,248968.34,2837327.53,152407,120.32,4.74,42.51,0.09,10.67,1.63,2.66,17.43,28.38,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,37328.9401666667,151638.336756059,155,370690.733,8,"Drill (Automated)","Cooperative Ownership"
"11246",270000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,53280,21172,25360,600,99812,10,2035,99812,152342.95,252154.95,2866433.2,158269,120.32,4.74,42.51,0.09,10.67,1.59,2.59,17,27.61,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,38033.55325,152342.949839392,158,373730.486833333,8,"Drill (Automated)","Cooperative Ownership"
"11247",280000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,55360,21976,26320,600,103656,10,2035,103656,153044.76,256700.76,2909420.07,164131,120.32,4.74,42.51,0.09,10.67,1.56,2.53,16.69,27.02,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,38735.3663333333,153044.762922725,164,376742.240666667,8,"Drill (Automated)","Cooperative Ownership"
"11248",290000,"Y4","Fall","Ear Hanging",21.0939658939194,10,Aug 2035,0,57760,23450,28080,600,109290,10,2035,109290,153745.94,263035.94,2967245.82,169993,120.32,4.74,42.51,0.09,10.67,1.55,2.49,16.51,26.61,10,Aug 2035,2109.39658939194,6000,1200,60000,45000,39436.5460833333,153745.942672725,175,379761.261166667,8,"Drill (Automated)","Cooperative Ownership"
"11249",300000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,60480,24388,29200,600,114068,10,2035,114068,155178.1,269246.1,3033672.44,175854,120.32,4.74,42.51,0.09,10.67,1.53,2.46,16.34,26.3,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,40605.0258333333,155178.096996399,182,389773.015,9,"Drill (Automated)","Cooperative Ownership"
"11250",310000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,61600,24924,29840,600,116364,10,2035,116364,155882.71,272246.71,3062012.11,181716,120.32,4.74,42.51,0.09,10.67,1.5,2.41,15.99,25.69,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,41309.6389166667,155882.710079733,186,392812.768833333,9,"Drill (Automated)","Cooperative Ownership"
"11251",320000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,63200,25326,30320,600,118846,10,2035,118846,156581.09,275427.09,3091009.06,187578,120.32,4.74,42.51,0.09,10.67,1.47,2.35,15.67,25.12,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,42008.0186666667,156581.089829733,189,395803.789333333,9,"Drill (Automated)","Cooperative Ownership"
"11252",330000,"Y4","Fall","Ear Hanging",23.7307116306594,10,Aug 2035,0,65920,26264,31440,600,123624,10,2035,123624,157285.7,280909.7,3142460.73,193440,120.32,4.74,42.51,0.09,10.67,1.45,2.32,15.5,24.76,10,Aug 2035,2373.07116306594,6000,1200,60000,45000,42712.63175,157285.702913066,196,398843.543166667,9,"Drill (Automated)","Cooperative Ownership"
"11253",340000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,66880,26800,32080,600,125760,10,2035,125760,158717.86,284477.86,3184603.35,199302,120.32,4.74,42.51,0.09,10.67,1.43,2.28,15.23,24.36,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,43881.1115,158717.85723674,200,408855.297,10,"Drill (Automated)","Cooperative Ownership"
"11254",350000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,69600,27738,33200,600,130538,10,2035,130538,159422.47,289960.47,3236055.02,205164,120.32,4.74,42.51,0.09,10.67,1.41,2.25,15.08,24.04,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,44585.7245833333,159422.470320073,207,411895.050833333,10,"Drill (Automated)","Cooperative Ownership"
"11255",360000,"Y4","Fall","Ear Hanging",26.3674573673993,10,Aug 2035,0,70560,28140,33680,600,132380,10,2035,132380,160120.85,292500.85,3259291.97,211025,120.32,4.74,42.51,0.09,10.67,1.39,2.21,14.79,23.54,10,Aug 2035,2636.74573673993,6000,1200,60000,45000,45284.1043333333,160120.850070073,210,414886.071333333,10,"Drill (Automated)","Cooperative Ownership"
"11256",370000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,73280,29078,34800,600,137158,10,2035,137158,161555.8,298713.8,3325777.4,216887,120.32,4.74,42.51,0.09,10.67,1.38,2.19,14.7,23.38,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,46455.3840833333,161555.804393747,217,424925.825166667,11,"Drill (Automated)","Cooperative Ownership"
"11257",380000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,74880,29480,35280,600,139640,10,2035,139640,162257.62,301897.62,3354824.26,222749,120.32,4.74,42.51,0.09,10.67,1.36,2.15,14.46,22.96,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,47157.1971666667,162257.617477081,220,427937.579,11,"Drill (Automated)","Cooperative Ownership"
"11258",390000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,77760,31356,37520,600,146636,10,2035,146636,162958.8,309594.8,3426590.02,228611,120.32,4.74,42.51,0.09,10.67,1.35,2.14,14.45,22.85,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,47858.3769166667,162958.797227081,234,430956.5995,11,"Drill (Automated)","Cooperative Ownership"
"11259",400000,"Y4","Fall","Ear Hanging",29.0042031041392,10,Aug 2035,0,79360,31758,38000,600,149118,10,2035,149118,163660.61,312778.61,3455636.88,234473,120.32,4.74,42.51,0.09,10.67,1.33,2.11,14.23,22.47,10,Aug 2035,2900.42031041392,6000,1200,60000,45000,48560.19,163660.610310414,237,433968.353333333,11,"Drill (Automated)","Cooperative Ownership"
"11260",410000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,81120,32428,38800,600,152348,10,2035,152348,165095.56,317443.56,3507416.31,240334,120.32,4.74,42.51,0.09,10.67,1.32,2.08,14.09,22.25,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,49731.46975,165095.564634088,242,444008.107166667,12,"Drill (Automated)","Cooperative Ownership"
"11261",420000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,83200,33232,39760,600,156192,10,2035,156192,165793.94,321985.94,3550353.26,246196,120.32,4.74,42.51,0.09,10.67,1.31,2.06,13.96,21.98,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,50429.8495,165793.944384088,248,446999.127666667,12,"Drill (Automated)","Cooperative Ownership"
"11262",430000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,84800,33634,40240,600,158674,10,2035,158674,166498.56,325172.56,3579458.92,252058,120.32,4.74,42.51,0.09,10.67,1.29,2.03,13.77,21.65,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,51134.4625833333,166498.557467421,251,450038.8815,12,"Drill (Automated)","Cooperative Ownership"
"11263",440000,"Y4","Fall","Ear Hanging",31.6409488408792,10,Aug 2035,0,87040,34706,41520,600,163266,10,2035,163266,167200.37,330466.37,3631901.79,257920,120.32,4.74,42.51,0.09,10.67,1.28,2.01,13.67,21.47,10,Aug 2035,3164.09488408792,6000,1200,60000,45000,51836.2756666667,167200.370550755,259,453050.635333333,12,"Drill (Automated)","Cooperative Ownership"
"11264",450000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,88000,34974,41840,600,164814,10,2035,164814,168631.89,333445.89,3667585.3,263782,120.32,4.74,42.51,0.09,10.67,1.26,1.99,13.49,21.2,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,53004.1220833333,168631.891541095,261,463069.655833333,13,"Drill (Automated)","Cooperative Ownership"
"11265",460000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,90720,35912,42960,600,169592,10,2035,169592,169333.7,338925.7,3718978.17,269644,120.32,4.74,42.51,0.09,10.67,1.26,1.97,13.41,21.03,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,53705.9351666667,169333.704624429,268,466081.409666667,13,"Drill (Automated)","Cooperative Ownership"
"11266",470000,"Y4","Fall","Ear Hanging",34.2776945776191,10,Aug 2035,0,91680,36314,43440,600,171434,10,2035,171434,170038.32,341472.32,3742323.83,275505,120.32,4.74,42.51,0.09,10.67,1.24,1.94,13.23,20.71,10,Aug 2035,3427.76945776191,6000,1200,60000,45000,54410.54825,170038.317707762,271,469121.1635,13,"Drill (Automated)","Cooperative Ownership"
"11267",480000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,94080,37386,44720,600,176186,10,2035,176186,171467.04,347653.04,3805422.54,281367,120.32,4.74,42.51,0.09,10.67,1.24,1.93,13.18,20.62,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,55575.5946666667,171467.038698103,279,479112.184,14,"Drill (Automated)","Cooperative Ownership"
"11268",490000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,96800,38726,46320,600,181846,10,2035,181846,172171.65,354017.65,3866576.21,287229,120.32,4.74,42.51,0.09,10.67,1.23,1.92,13.15,20.52,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,56280.20775,172171.651781436,289,482151.937833333,14,"Drill (Automated)","Cooperative Ownership"
"11269",500000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,97760,38994,46640,600,183394,10,2035,183394,172873.46,356267.46,3887217.08,293091,120.32,4.74,42.51,0.09,10.67,1.22,1.89,12.97,20.22,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,56982.0208333333,172873.464864769,291,485163.691666667,14,"Drill (Automated)","Cooperative Ownership"
"11270",510000,"Y4","Fall","Ear Hanging",36.914440314359,10,Aug 2035,0,100640,40066,47920,600,188626,10,2035,188626,173578.08,362204.08,3943662.74,298953,120.32,4.74,42.51,0.09,10.67,1.21,1.88,12.93,20.11,10,Aug 2035,3691.4440314359,6000,1200,60000,45000,57686.6339166667,173578.077948103,299,488203.4455,14,"Drill (Automated)","Cooperative Ownership"
"11271",520000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,102240,40602,48560,600,191402,10,2035,191402,175006.8,366408.8,3990339.45,304814,120.32,4.74,42.51,0.09,10.67,1.2,1.87,12.83,19.96,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,58851.6803333333,175006.798938443,303,498194.466,15,"Drill (Automated)","Cooperative Ownership"
"11272",530000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,104320,41674,49840,600,195834,10,2035,195834,175711.41,371545.41,4039853.12,310676,120.32,4.74,42.51,0.09,10.67,1.2,1.86,12.76,19.82,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,59556.2934166667,175711.412021777,311,501234.219833333,15,"Drill (Automated)","Cooperative Ownership"
"11273",540000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,105920,42076,50320,600,198316,10,2035,198316,176413.23,374729.23,4068899.99,316538,120.32,4.74,42.51,0.09,10.67,1.18,1.84,12.63,19.6,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,60258.1065,176413.22510511,314,504245.973666667,15,"Drill (Automated)","Cooperative Ownership"
"11274",550000,"Y4","Fall","Ear Hanging",39.5511860510989,10,Aug 2035,0,108640,43014,51440,600,203094,10,2035,203094,177114.4,380208.4,4120301.74,322400,120.32,4.74,42.51,0.09,10.67,1.18,1.83,12.58,19.48,10,Aug 2035,3955.11860510989,6000,1200,60000,45000,60959.28625,177114.40485511,321,507264.994166667,15,"Drill (Automated)","Cooperative Ownership"
"11275",560000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,109600,43282,51760,600,204642,10,2035,204642,178546.56,383188.56,4155976.36,328262,120.32,4.74,42.51,0.09,10.67,1.17,1.81,12.46,19.3,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,62127.766,178546.559178784,323,517276.748,16,"Drill (Automated)","Cooperative Ownership"
"11276",570000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,111200,43818,52400,600,207418,10,2035,207418,179251.17,386669.17,4187728.03,334124,120.32,4.74,42.51,0.09,10.67,1.16,1.79,12.35,19.11,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,62832.3790833333,179251.172262117,327,520316.501833333,16,"Drill (Automated)","Cooperative Ownership"
"11277",580000,"Y4","Fall","Ear Hanging",42.1879317878389,10,Aug 2035,0,114720,45828,54800,600,215348,10,2035,215348,179949.55,395297.55,4267840.98,339985,120.32,4.74,42.51,0.09,10.67,1.16,1.79,12.41,19.14,10,Aug 2035,4218.79317878389,6000,1200,60000,45000,63530.7588333333,179949.552012117,342,523307.522333333,16,"Drill (Automated)","Cooperative Ownership"
"11278",590000,"Y4","Fall","Ear Hanging",44.8246775245788,10,Aug 2035,0,115680,46096,55120,600,216896,10,2035,216896,181384.51,398280.51,4303574.4,345847,120.32,4.74,42.51,0.09,10.67,1.15,1.78,12.29,18.97,10,Aug 2035,4482.46775245788,6000,1200,60000,45000,64702.0385833333,181384.506335791,344,533347.276166667,17,"Drill (Automated)","Cooperative Ownership"
